MW365527.2,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704212.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704211.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704210.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704209.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704208.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Cellvibrionales', ' Cellvibrionaceae', ' Marinimicrobium', ' unclassified Marinimicrobium', 'Marinimicrobium sp.'
MW704207.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Cellvibrionales', ' Cellvibrionaceae', ' Marinimicrobium', ' unclassified Marinimicrobium', 'Marinimicrobium sp.'
MW704206.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704205.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704204.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704203.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704202.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Salipiger', ' unclassified Salipiger', 'Salipiger sp.'
MW704201.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704200.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704199.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704198.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704197.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704196.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704195.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704194.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704193.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704192.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704191.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704189.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704188.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Vibrionales', ' Vibrionaceae', ' Vibrio', 'Vibrio sp.'
MW704187.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Vibrionales', ' Vibrionaceae', ' Vibrio', 'Vibrio sp.'
MW704186.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Vibrionales', ' Vibrionaceae', ' Vibrio', 'Vibrio sp.'
MW704185.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704184.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Roseovarius', 'Roseovarius sp.'
MW704183.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704180.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704179.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704178.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704177.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704175.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Sphingomonadales', ' Erythrobacteraceae', ' Erythrobacter/Porphyrobacter group', ' Erythrobacter', ' unclassified Erythrobacter', 'Erythrobacter sp.'
MW704174.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704173.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704172.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Aurantimonadaceae', ' Martelella', ' unclassified Martelella', 'Martelella sp.'
MW704171.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704168.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704167.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Alcanivoracaceae', ' Alcanivorax', ' unclassified Alcanivorax', 'Alcanivorax sp.'
MW704166.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704165.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Alcanivoracaceae', ' Alcanivorax', ' unclassified Alcanivorax', 'Alcanivorax sp.'
MW704164.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704163.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704162.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Roseovarius', 'Roseovarius sp.'
MW704161.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704160.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704159.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704158.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704157.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704156.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704155.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704154.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704153.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704152.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704151.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704150.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704149.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704148.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704146.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704145.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Roseovarius', 'Roseovarius sp.'
MW704144.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW704143.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704142.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Epibacterium', ' unclassified Epibacterium', 'Epibacterium sp.'
MW704141.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Alcanivoracaceae', ' Alcanivorax', ' unclassified Alcanivorax', 'Alcanivorax sp.'
MW704140.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704139.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704138.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Alcanivoracaceae', ' Alcanivorax', ' unclassified Alcanivorax', 'Alcanivorax sp.'
MW704137.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Aurantimonadaceae', ' Martelella', ' unclassified Martelella', 'Martelella sp.'
MW704136.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Cellvibrionales', ' Cellvibrionaceae', ' Marinimicrobium', ' unclassified Marinimicrobium', 'Marinimicrobium sp.'
MW704135.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Cellvibrionales', ' Cellvibrionaceae', ' Marinimicrobium', ' unclassified Marinimicrobium', 'Marinimicrobium sp.'
MW704134.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704133.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704132.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW704131.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Roseovarius', 'Roseovarius sp.'
MW704130.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Sulfitobacter', 'Sulfitobacter sp.'
MW704129.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Alcanivoracaceae', ' Alcanivorax', ' unclassified Alcanivorax', 'Alcanivorax sp.'
MW704128.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Sulfitobacter', 'Sulfitobacter sp.'
MW704127.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704126.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704125.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Sulfitobacter', 'Sulfitobacter sp.'
MW704124.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Rhizobiaceae', ' Rhizobium/Agrobacterium group', ' Rhizobium', 'Rhizobium sp.'
MW704123.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704122.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Aurantimonadaceae', ' Aurantimonas', ' unclassified Aurantimonas', 'Aurantimonas sp.'
MW704121.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Sulfitobacter', 'Sulfitobacter sp.'
MW704120.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW704119.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Alteromonas', 'Alteromonas sp.'
MW704118.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Aurantimonadaceae', ' Aurantimonas', ' unclassified Aurantimonas', 'Aurantimonas sp.'
MW704117.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Marinobacter', 'Marinobacter sp.'
MW704080.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704079.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704076.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704072.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW704069.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704068.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704067.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704066.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704063.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas veronii'
MW704061.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW704054.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' unclassified Pantoea', 'Pantoea sp.'
MW704051.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704045.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' unclassified Pantoea', 'Pantoea sp.'
MW704044.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' unclassified Pantoea', 'Pantoea sp.'
MW704043.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Psychrobacter', 'Psychrobacter sp.'
MW704042.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Erwiniaceae', ' Pantoea', ' unclassified Pantoea', 'Pantoea sp.'
MW704040.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodobacterales', ' Rhodobacteraceae', ' Paracoccus', 'Paracoccus marcusii'
MW704034.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Xanthomonadales', ' Xanthomonadaceae', ' Lysobacter', ' unclassified Lysobacter', 'Lysobacter sp.'
MW703980.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Xanthobacteraceae', ' Labrys', ' unclassified Labrys (in: Bacteria)', 'Labrys sp.'
MW703978.1,'Bacteria', ' Proteobacteria', ' Betaproteobacteria', ' Burkholderiales', ' Burkholderiaceae', ' Pandoraea', 'Pandoraea nosoerga'
MW703974.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW703963.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Enterobacterales', ' Enterobacteriaceae', ' Klebsiella', 'Klebsiella pneumoniae'
MW703962.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Moraxellaceae', ' Acinetobacter', ' Acinetobacter calcoaceticus/baumannii complex', 'Acinetobacter pittii'
MW703960.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW703959.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Alteromonadaceae', ' Marinobacter', 'Marinobacter sp.'
MW703958.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW703957.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW703956.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Chromatiales', ' Chromatiaceae', ' Rheinheimera', 'Rheinheimera sp.'
MW703955.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Chromatiales', ' Chromatiaceae', ' Rheinheimera', 'Rheinheimera sp.'
MW703954.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Chromatiales', ' Chromatiaceae', ' Rheinheimera', 'Rheinheimera sp.'
MW703953.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW703952.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW703951.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW703950.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW703949.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhizobiales', ' Aurantimonadaceae', ' Martelella', ' unclassified Martelella', 'Martelella sp.'
MW703948.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Chromatiales', ' Chromatiaceae', ' Rheinheimera', 'Rheinheimera sp.'
MW703947.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW703945.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Oceanospirillales', ' Halomonadaceae', ' Halomonas', 'Halomonas sp.'
MW703944.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Idiomarinaceae', ' Idiomarina', 'Idiomarina sp.'
MW703943.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW703942.1,'Bacteria', ' Proteobacteria', ' Alphaproteobacteria', ' Rhodospirillales', ' Rhodospirillaceae', ' Thalassospira', ' unclassified Thalassospira', 'Thalassospira sp.'
MW703941.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW703940.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Pseudomonadales', ' Pseudomonadaceae', ' Pseudomonas', 'Pseudomonas sp.'
MW703939.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW703938.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW703937.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
MW703935.1,'Bacteria', ' Proteobacteria', ' Gammaproteobacteria', ' Alteromonadales', ' Pseudoalteromonadaceae', ' Pseudoalteromonas', 'Pseudoalteromonas sp.'
